"","county","state","msa","pmsa","pop.density","pop","pop.change","age6574","age75","crime","college","income","farm","democrat","republican","Perot","white","black","turnout"
"2330","Dorchester","SC",1440,NA,153,83060,48.7000008,4.69999981,2.70000005,4653,17.2999992,34209,0.899999976,32.7000008,53.5,13,75.0337143,23.0291348,33.7454834
"2331","Edgefield","SC",600,NA,37,18375,6.5,7.4000001,4.80000019,3732,12.1999998,28613,3.20000005,46.4000015,45.0999985,8.10000038,53.3115654,46.3455772,40.2503395
"2332","Fairfield","SC",NA,NA,33,22295,8.30000019,8,5.5999999,6359,9.60000038,25781,3,60.2000008,31.1000004,8.10000038,41.4622116,58.2821274,36.2906494
"2333","Florence","SC",2655,NA,148,114344,7.69999981,7,4.19999981,7213,14.8000002,28718,2.70000005,39.9000015,50.7999992,9,60.7823753,38.7217522,34.1102295
"2334","Georgetown","SC",NA,NA,60,46302,15.1999998,8.60000038,4.30000019,5933,15.6000004,27448,1.60000002,46.0999985,42.2000008,11.3000002,56.4792023,43.1514854,35.1431885
"2335","Greenville","SC",3160,NA,414,320167,13.8000002,7.19999981,4.69999981,6270,21,34560,0.400000006,30.3999996,57.0999985,12,80.9452591,18.0049782,35.5773697
"2336","Greenwood","SC",NA,NA,133,59567,8.39999962,8.10000038,5.69999981,4708,16,29385,1.79999995,40.2999992,48,11.1000004,69.2312851,30.1677113,31.7675896
"2337","Hampton","SC",NA,NA,33,18191,1.60000002,7.5,4.80000019,1772,8.80000019,22964,3.9000001,58.9000015,32.5999985,7.69999981,45.5115166,54.3345604,40.465065
"2338","Horry","SC",5330,NA,134,144053,50.2000008,8.80000019,3.9000001,8471,16,28504,1.89999998,36.9000015,45.9000015,16.5,81.2881393,17.4657936,35.5452499
"2339","Jasper","SC",NA,NA,24,15487,8.69999981,7.4000001,5.19999981,5812,4.80000019,22409,2.79999995,59.9000015,29.8999996,9.5,42.1579399,57.3965263,37.2118568
"2340","Kershaw","SC",NA,NA,62,43599,15.1000004,7.5999999,4.5,3990,12.5,31562,1.60000002,38.0999985,49.0999985,12.3999996,71.1920013,28.2965202,39.6821022
"2341","Lancaster","SC",NA,NA,101,54516,3.5999999,7.5999999,4.69999981,5257,9.60000038,29864,1.60000002,44.5,41.5999985,13.6999998,74.3561554,25.3503551,34.2193108
"2342","Laurens","SC",NA,NA,83,58092,13.3000002,7.80000019,5.5999999,4562,11.3000002,29195,2.5,38.5999985,48.5,12.5,71.4263611,28.2069817,29.6082077
"2343","Lee","SC",NA,NA,46,18437,-1.20000005,7.30000019,5,2906,7.5,22201,6.30000019,56.9000015,34.9000015,7.80000019,37.1535492,62.4613533,42.4255562
"2344","Lexington","SC",1760,NA,254,167611,26.7000008,5.69999981,3.20000005,5735,21,37358,1,26.5,60.5,12.5,87.9363556,11.0446215,41.1798744
"2345","McCormick","SC",NA,NA,25,8868,15.1999998,7.69999981,5.4000001,2916,7.0999999,24040,2.4000001,60.5,29.5,9.69999981,41.1253929,58.525032,34.4158783
"2346","Marion","SC",NA,NA,71,33899,1.10000002,7.69999981,4.80000019,5161,9.10000038,21873,3.20000005,56.2999992,35.0999985,7.9000001,44.6974831,54.5886307,30.608572
"2347","Marlboro","SC",NA,NA,62,29361,-6.4000001,7.80000019,5,5861,7.9000001,22231,1.5,59.5999985,29.5,10.3999996,48.7313118,48.530365,29.1883793
"2348","Newberry","SC",NA,NA,53,33172,7.0999999,9,6.5,3331,12.5,28005,2.5999999,39.7000008,48.5,11.3000002,64.7775269,34.6888924,37.1668892
"2349","Oconee","SC",NA,NA,94,57494,21.2999992,8.60000038,5.0999999,2744,13.3000002,30858,1.5,32.2999992,50.7000008,16.6000004,90.5103149,8.80091858,35.6193695
"2350","Orangeburg","SC",NA,NA,79,84803,5.5999999,7.69999981,4.80000019,6047,13.6999998,24473,2.70000005,57.2000008,35.0999985,7.4000001,41.2119865,58.0840302,38.0104485
"2351","Pickens","SC",3160,NA,199,93894,24.3999996,6.5999999,4.5999999,3743,16.8999996,32492,0.400000006,28.1000004,57.7000008,14,91.6405716,7.26031494,31.4120178
"2352","Richland","SC",1760,NA,389,285720,9.10000038,5.9000001,3.5999999,8262,28,34357,0.300000012,50.5,41.2000008,7.5,56.0209312,41.7870636,37.1867561
"2353","Saluda","SC",NA,NA,36,16357,2,8.39999962,5.9000001,1551,8,27466,5.19999981,38.5,47.7999992,13.3999996,66.4608459,33.117321,37.9592819
"2354","Spartanburg","SC",3160,NA,287,226800,14.6999998,7.5999999,5,7427,14.3000002,31857,0.600000024,35.0999985,51.9000015,12.3000002,78.2305984,20.6662254,32.0260124
"2355","Sumter","SC",8140,NA,158,102637,19.3999996,5.80000019,3.5999999,6812,15,25683,1.70000005,44.5999985,47.2999992,7.80000019,55.3202057,43.2007942,25.9126835
"2356","Union","SC",NA,NA,59,30337,-0.600000024,8.69999981,6.0999999,2609,7.19999981,26003,1.10000002,43.5,43.5,12.8000002,69.8025513,29.9370403,35.2045364
"2357","Williamsburg","SC",NA,NA,40,36815,-3.0999999,7.5,4.5,3147,9.89999962,21985,6.0999999,56.5999985,37,6.0999999,35.5615921,64.2211075,38.7803879
"2358","York","SC",1520,NA,201,131497,28.6000004,6.5999999,4,7095,16.8999996,35875,0.699999988,36.2999992,48.7000008,14.6999998,78.7204285,20.0377197,33.2281342
"2359","Aurora","SD",NA,NA,4,3135,-17.5,10.3999996,11.3000002,821,11,19583,32.7000008,39.7000008,34.7000008,25.3999996,98.4370041,0,54.6092491
"2360","Beadle","SD",NA,NA,14,18253,-6.5,9.80000019,8.39999962,2983,15.1000004,27354,10.8000002,43,36.7999992,19.8999996,98.2687759,0.383498609,50.0520477
"2361","Bennett","SD",NA,NA,3,3206,1.10000002,6.0999999,5.69999981,1668,10.3999996,19457,12.5,34.5,46.4000015,18.5,53.3063011,0.249532133,37.3362427
"2362","Bon Homme","SD",NA,NA,12,7089,-13.6999998,10.8999996,11.6000004,363,11.3000002,21324,22.6000004,38.4000015,36,24.7999992,97.3339005,0.310339957,47.4961205
"2363","Brookings","SD",NA,NA,32,25207,5.5999999,6.30000019,5.5999999,2533,27.2999992,29457,9.80000019,38.7000008,39.0999985,21.7999992,97.8141022,0.305470705,47.6137581
"2364","Brown","SD",NA,NA,21,35580,-3.9000001,7.9000001,7.19999981,3398,20.7000008,29665,5.69999981,41.7000008,36.9000015,21.1000004,96.6329422,0.126475543,50.7223167
"2365","Brule","SD",NA,NA,7,5485,7,8.89999962,7.69999981,1914,14.8999996,26629,23.1000004,39.5999985,33.9000015,25.7000008,92.5797653,0.109389246,48.7876015
"2366","Buffalo","SD",NA,NA,4,1759,0.5,5.19999981,2.29999995,0,4.19999981,14639,15.8999996,56.9000015,27.6000004,14.5,22.3422394,0,28.1978397
"2367","Butte","SD",NA,NA,4,7914,0,9.19999981,6.80000019,2165,12.3000002,24657,10.6000004,26.2999992,45.2000008,28.1000004,96.3987885,0.265352547,46.7525902
"2368","Campbell","SD",NA,NA,3,1965,-13.6999998,11.3999996,8.89999962,50,10.6999998,20771,29.2000008,21.1000004,54.5,23.8999996,99.7455444,0.101781167,53.5877876
"2369","Charles Mix","SD",NA,NA,8,9131,-4.30000019,8.69999981,8.89999962,531,9.89999962,20512,19.8999996,40,38.2999992,21.6000004,77.9980316,0.0438068137,44.8910294
"2370","Clark","SD",NA,NA,5,4403,-11.1999998,11.6999998,9.89999962,337,9.80000019,23381,33.4000015,33.5999985,33.7999992,32,99.3867798,0.136270732,53.9404945
"2371","Clay","SD",NA,NA,32,13186,-3.79999995,5.4000001,4.9000001,4949,36.2999992,28005,8.80000019,46.7999992,31,21.6000004,95.2222061,0.439860463,45.7758217
"2372","Codington","SD",NA,NA,34,22698,11.3000002,8.19999981,7.69999981,3298,12.8999996,28127,6.0999999,33.7999992,36,29.7999992,98.4447937,0.0704907924,48.2112961
"2373","Corson","SD",NA,NA,2,4195,-18.2000008,6.4000001,4.4000001,1110,10.5,17442,20.7000008,35.5,38.5999985,25.7000008,51.2753296,0.0238379017,29.8212166
"2374","Custer","SD",NA,NA,4,6179,6,8.5,6.4000001,3781,17.5,26714,7.19999981,32.0999985,42.2999992,25.1000004,97.1030884,0.145654634,54.426281
"2375","Davison","SD",NA,NA,40,17503,-1.89999998,8.60000038,8.80000019,4842,14.8000002,27249,4.9000001,40.2999992,38.2000008,20.8999996,98.0517654,0.12569274,46.5405922
"2376","Day","SD",NA,NA,7,6978,-16.3999996,11.5,11.6999998,778,11.3000002,22906,23.1000004,42.4000015,31.2000008,26.1000004,93.1499023,0.0143307541,53.3820572
"2377","Deuel","SD",NA,NA,7,4522,-15.3000002,10.6000004,10.1000004,2014,9.69999981,21372,28.8999996,36.2999992,32.0999985,31.3999996,99.4692612,0.0221141092,53.5824852
"2378","Dewey","SD",NA,NA,2,5523,3.70000005,4.9000001,3.4000001,406,10.3999996,15774,10.6999998,43.7000008,36.5999985,19.3999996,32.9531059,0.199167117,31.7218895
"2379","Douglas","SD",NA,NA,8,3746,-12.6999998,9.69999981,11.1999998,370,11.1999998,20953,37.2999992,23.2999992,56.7999992,19.5,99.3326187,0,55.1788559
"2380","Edmunds","SD",NA,NA,4,4356,-17.1000004,12,10.8999996,1000,11.3000002,23788,20.3999996,39.5999985,41.7999992,18.3999996,99.3801651,0.0229568407,51.8824615
"2381","Fall River","SD",NA,NA,4,7353,-16.2000008,12.3999996,8.39999962,390,16.2999992,27313,6.9000001,37.7000008,40.7999992,21.1000004,92.5744629,0.367197067,51.0539932
"2382","Faulk","SD",NA,NA,3,2744,-19.3999996,11,9.80000019,505,10.6000004,21526,30.7999992,34,45.9000015,19.6000004,99.7448959,0,52.2594757
"2383","Grant","SD",NA,NA,12,8372,-7.30000019,9.19999981,8.80000019,357,9.30000019,28471,21.2000008,36.0999985,38.7999992,24.7999992,99.3072128,0.0358337313,49.0922127
"2384","Gregory","SD",NA,NA,5,5359,-13.1999998,11.3000002,11.3000002,1250,11.8000002,21286,25.6000004,33.5999985,39.2999992,26.2999992,94.5139008,0.018660197,48.7964172
"2385","Haakon","SD",NA,NA,1,2624,-9,7.69999981,6.80000019,2190,12.6999998,24327,25,15.8999996,65.3000031,18.6000004,97.9039612,0.152439028,50.2286568
"2386","Hamlin","SD",NA,NA,10,4974,-5.5,11.6000004,11,737,11.1999998,25362,28.3999996,30.1000004,41.4000015,28.2000008,99.3968658,0.0804181769,55.0864487
"2387","Hand","SD",NA,NA,3,4272,-14.3000002,11,9.39999962,1368,12.8000002,22660,35.4000015,30.7999992,44.4000015,24.5,99.5084305,0.0702247173,59.5973778
"2388","Hanson","SD",NA,NA,7,2994,-13.5,9.5,6.69999981,529,15.3000002,28232,30.6000004,39.4000015,36.4000015,23.7999992,99.7661972,0,47.9291916
"2389","Harding","SD",NA,NA,1,1669,-5.4000001,8,5.80000019,178,16.2000008,23333,37.4000015,15.8000002,58.5,25.5,98.5620117,0.299580574,52.7860985
"2390","Hughes","SD",NA,NA,21,14817,7,6.5,5.4000001,2853,25.6000004,33863,2.9000001,31.7000008,53.2999992,14.3000002,92.6368332,0.128231093,54.8086662
"2391","Hutchinson","SD",NA,NA,10,8262,-14.5,12.8999996,12.8999996,444,11.3000002,23573,27.7999992,29.1000004,48.2000008,22.1000004,99.5037537,0.0121036069,50.3025894
"2392","Hyde","SD",NA,NA,2,1696,-20.5,10.6000004,12.8999996,175,14.5,25081,35.5999985,31.5,46.0999985,22.1000004,96.521225,0.0589622632,56.3089638
"2393","Jackson","SD",NA,NA,2,2811,-17.6000004,6.5,6.0999999,2502,10.8999996,20444,21.7000008,30.1000004,53.7000008,15.8000002,57.239418,0.106723584,41.5510483
"2394","Jerauld","SD",NA,NA,4,2425,-18.7999992,12.6000004,11.6000004,490,11.3000002,22784,24.7000008,40.9000015,35.2999992,23.6000004,99.5051575,0,60.4948463
"2395","Jones","SD",NA,NA,1,1324,-13.3000002,9.80000019,7.30000019,674,14.3999996,25125,22.6000004,21.2999992,58.2999992,19.7999992,99.3957672,0,58.8368568
"2396","Kingsbury","SD",NA,NA,7,5925,-12.6999998,11.5,12.3000002,0,11.6000004,25800,23,40.2999992,35.4000015,23.7000008,99.6624451,0,53.0464134
"2397","Lake","SD",NA,NA,19,10550,-1.29999995,9.19999981,9,2421,18.5,28494,13.5,42.7000008,33.7999992,23.2000008,99.2227478,0.113744073,52.9857826
"2398","Lawrence","SD",NA,NA,27,20655,16.2000008,7.80000019,6.5,4860,19.2000008,31185,1.89999998,32.7000008,39,27.7000008,96.5867844,0.14040184,46.7634964
"2399","Lincoln","SD",7760,NA,27,15427,13.3999996,7.19999981,7.0999999,1296,16.3999996,32490,15.1000004,37.0999985,42.5,20.1000004,99.1249084,0.136124969,51.3580093
"2400","Lyman","SD",NA,NA,2,3638,-5.30000019,7.69999981,5.69999981,817,10.5,25800,17.5,32.7999992,45.2000008,21,70.8906021,0.0824628919,40.681694
"2401","McCook","SD",NA,NA,10,5688,-13.6000004,11.3000002,11.3999996,1076,11.8999996,25109,25.1000004,39.0999985,39.4000015,20.7000008,99.3670883,0,52.4613228
"2402","McPherson","SD",NA,NA,3,3228,-24.2000008,14.3000002,13.1999998,0,10,19180,25.2000008,27.2999992,53.9000015,18.3999996,99.845108,0.0309789348,54.2750931
"2403","Marshall","SD",NA,NA,6,4844,-12.3000002,10.6999998,11.1000004,1492,10.1999998,21219,23.2999992,46,35.2999992,18.6000004,94.3022308,0.0206440967,47.419487
"2404","Meade","SD",NA,NA,7,21878,12.3000002,5.5999999,4.19999981,2172,16.3999996,27156,7.9000001,26.7000008,46.9000015,25.8999996,94.3961945,2.3676753,46.050827
"2405","Mellette","SD",NA,NA,2,2137,-6.4000001,7.0999999,6,0,12.3000002,17798,18.6000004,32.9000015,49.5999985,16.6000004,53.0182495,0.046794571,39.3542366
"2406","Miner","SD",NA,NA,5,3272,-16.8999996,11.8999996,12.6000004,1634,10.3000002,23714,38.7999992,44.0999985,34.2999992,21,99.8471909,0,48.410759
"2407","Minnehaha","SD",7760,NA,161,123809,18.7999992,6.4000001,5.19999981,4496,21.2999992,34286,2.5999999,42.4000015,39.2999992,18,97.290184,0.60900259,51.51968
"2408","Moody","SD",NA,NA,13,6507,-0.400000006,9.69999981,8,2435,13.8999996,28478,26.5,47.5,28.8999996,23,91.4553528,0.153680652,47.7024727
"2409","Pennington","SD",6660,NA,31,81343,20.7999992,5.69999981,4.30000019,6086,21.2000008,29570,1.29999995,29.5,47.9000015,22.2000008,89.4594498,1.58341837,46.3088417
"2410","Perkins","SD",NA,NA,1,3932,-20.1000004,11.8000002,9.30000019,428,12.6999998,24651,27.2999992,28.3999996,43.7999992,27.2000008,98.1434402,0.152594104,50.635807
"2411","Potter","SD",NA,NA,4,3190,-15.6999998,10.3999996,11,621,12.3000002,25029,16.7999992,27.7000008,50.7000008,21.1000004,98.9655151,0,55.7366753
"2412","Roberts","SD",NA,NA,9,9914,-11.5,9.10000038,9.69999981,0,10.3999996,22189,20.6000004,41.5999985,34.9000015,23.1000004,76.8105698,0,41.567482
"2413","Sanborn","SD",NA,NA,5,2833,-13.3000002,10.5,8.5,734,16.3999996,23929,35.2999992,39.2999992,37,23.3999996,99.894104,0,56.8302155
"2414","Shannon","SD",NA,NA,5,9902,-7.4000001,3.29999995,2,0,10.6999998,11502,3.70000005,76.6999969,13.6000004,8.30000019,5.0393858,0.0504948497,16.673399
"2415","Spink","SD",NA,NA,5,7981,-14.3999996,9.69999981,8.69999981,670,12.6999998,24507,25.8999996,42.0999985,37.0999985,20.3999996,99.0978546,0.0250595156,51.5223656
"2416","Stanley","SD",NA,NA,2,2453,-2.5,6.0999999,4.69999981,3259,14.6000004,26351,15.5,30.5,51.4000015,17.2000008,93.5181427,0.0407664068,57.0322037
"2417","Sully","SD",NA,NA,2,1589,-22,8.10000038,7.0999999,561,12.8999996,26722,16.7000008,27,55.9000015,16.5,98.9301453,0.0629326627,63.5619888
"2418","Todd","SD",NA,NA,6,8352,18,3.70000005,1.89999998,130,11.8000002,14011,8.30000019,56.0999985,28,15.1000004,17.1336212,0.119731799,19.516283
"2419","Tripp","SD",NA,NA,4,6924,-5.0999999,9.80000019,7.4000001,6968,9.60000038,23962,21,31.1000004,43.4000015,25.2000008,90.1935272,0,48.5701904
"2420","Turner","SD",NA,NA,14,8576,-8.60000038,10.8999996,11.6000004,520,12.5,24802,25.7999992,35.0999985,44.4000015,20.2000008,99.6035461,0.0466417894,50.0233192
"2421","Union","SD",NA,NA,23,10189,-4.5,9,7.5999999,1331,13.8999996,26683,14.8999996,43.4000015,35,21.2999992,99.0381775,0.19629012,50.0245361
"2422","Walworth","SD",NA,NA,8,6087,-17.7000008,10.6000004,10.3000002,3433,14.5,25050,12.6999998,28.5,49.5,21.6000004,92.0979156,0.0328569077,47.7739449
"2423","Yankton","SD",NA,NA,38,19252,5,7.69999981,7.30000019,3358,18.6000004,28102,8.5,36.2999992,36.5999985,26.7999992,96.930191,0.592146277,48.6806564
"2424","Ziebach","SD",NA,NA,1,2220,-8,5,2.79999995,0,8.5,15833,23.8999996,38.4000015,44.9000015,16,35.5855865,0.135135129,32.8828812
"2425","Anderson","TN",3840,NA,209,68250,4.69999981,9.39999962,5.9000001,5069,18.6000004,31690,0.600000024,47.0999985,41.4000015,11,94.673996,4.04835176,41.9208794
"2426","Bedford","TN",NA,NA,67,30411,13.6999998,8.39999962,6.5,5551,10.5,27891,6.19999981,52.2999992,33.5999985,13.5,89.1026306,10.0884552,37.5554886
"2427","Benton","TN",NA,NA,38,14524,1.20000005,10.1000004,7.69999981,0,7.4000001,24181,4.30000019,63.7000008,26.6000004,9.10000038,97.142662,2.37537861,42.0958405
"2428","Bledsoe","TN",NA,NA,24,9669,3.20000005,7,5,0,5.4000001,21941,7.30000019,46.9000015,44.2000008,8.80000019,95.5838242,3.8783741,41.5554848
"2429","Blount","TN",3840,NA,162,85969,16.2000008,8.69999981,6,5058,14.3000002,30277,1.79999995,38.9000015,48.9000015,11.8999996,95.9683151,3.23721337,43.7960205
"2430","Bradley","TN",NA,NA,231,73712,12.3999996,6.5,4.5,3329,11.8999996,30372,1.20000005,33.2999992,55.7000008,10.8000002,95.1432571,3.93423057,40.2865219
"2431","Campbell","TN",NA,NA,74,35079,2.0999999,8.5,6.30000019,4066,6.5999999,20151,2.20000005,52.2000008,37.9000015,9.60000038,98.9965515,0.370592088,36.8625107
"2432","Cannon","TN",NA,NA,40,10467,5.0999999,8.39999962,6.80000019,2670,6.9000001,27481,8.30000019,59.9000015,28.3999996,11.3999996,97.7930603,1.77701342,41.3776627
"2433","Carroll","TN",NA,NA,46,27514,-2.29999995,9.89999962,8.10000038,3255,7.30000019,25088,5,48.7000008,41,9.69999981,88.3295746,11.4051027,42.8836212
"2434","Carter","TN",3660,NA,153,51505,3.5999999,8.69999981,6.5,1680,10.8000002,22520,1.20000005,33.9000015,55.7999992,9.89999962,98.5593643,0.885350943,37.2585182
"2435","Cheatham","TN",5360,NA,95,27140,33.2000008,5,3.4000001,3358,10.5,33373,2.20000005,49.2000008,35.7000008,14.6000004,97.4944763,1.96757555,36.0648499
"2436","Chester","TN",NA,NA,45,12819,1.79999995,8.19999981,6.80000019,0,8.69999981,24679,4.5,41.4000015,50.5999985,7.80000019,88.5794525,11.0149002,43.6539497
"2437","Claiborne","TN",NA,NA,62,26137,10.1000004,7.69999981,5.30000019,2962,8,19993,8.39999962,47.5,42.9000015,9.10000038,98.3318634,0.956498444,36.2895508
"2438","Clay","TN",NA,NA,31,7238,-5.9000001,9.19999981,7,0,7.80000019,21228,13.3999996,59.5999985,33.2000008,6.9000001,98.1348419,1.60265267,44.5703239
"2439","Cocke","TN",NA,NA,68,29141,2.4000001,7.30000019,5.5999999,2007,5.5,20644,4.9000001,35,53,11.1999998,97.450325,2.10356545,34.3159142
"2440","Coffee","TN",NA,NA,97,40339,8.69999981,8.39999962,5.5,4772,15.3000002,28778,3.5,50.0999985,35.5,14.1999998,95.3395004,3.70113301,42.251915
"2441","Crockett","TN",NA,NA,50,13378,-11.1000004,9.89999962,9.10000038,3172,6.4000001,24577,11.1999998,49.5999985,40.7000008,9.5,82.9496155,16.8336067,40.043354
"2442","Cumberland","TN",NA,NA,54,34736,28.1000004,10.8000002,6.80000019,3141,10.1999998,23498,2.29999995,40.5,45.0999985,13.8999996,99.2486191,0.120912023,45.4629211
"2443","Davidson","TN",5360,NA,1031,510784,8.39999962,6.5999999,5,8721,24.3999996,34785,0,52.2000008,37.5999985,9.89999962,74.7360916,23.3509655,39.9008179
"2444","Decatur","TN",NA,NA,31,10472,-4.30000019,10.3999996,8.5,621,4.80000019,22134,4.69999981,56.5,35.7999992,7.5,95.4927444,3.98204732,44.5091667
"2445","DeKalb","TN",NA,NA,48,14360,7.69999981,9,6.80000019,0,8.39999962,22956,7.69999981,65.1999969,25.5,9,98.0083542,1.49721444,46.810585
"2446","Dickson","TN",5360,NA,75,35061,21.5,6.9000001,5.5999999,4078,9.19999981,28792,5.30000019,55.7999992,31.6000004,12.3000002,94.5352402,4.97418785,40.1956596
"2447","Dyer","TN",NA,NA,68,34854,0.5,8,6.9000001,5503,9.39999962,28115,2.9000001,45.7000008,44.2999992,9.69999981,87.6255264,11.8924656,36.6873245
"2448","Fayette","TN",4920,NA,37,25559,2.70000005,7.0999999,5.80000019,7296,8,26715,5,48.9000015,43.0999985,7.5999999,55.5733795,44.1918716,33.6828499
"2449","Fentress","TN",NA,NA,30,14669,0.600000024,7.9000001,5.5999999,1571,6.5999999,16405,5.30000019,47.4000015,41.5,10.5,99.775032,0.0136341946,39.2596626
"2450","Franklin","TN",NA,NA,64,34725,10.3999996,8.30000019,6.0999999,3949,13.1000004,27731,4.80000019,54.7999992,31.7999992,13,93.3765335,6.03311729,40.8236122
"2451","Gibson","TN",NA,NA,77,46315,-6.19999981,10,8.30000019,3502,8,25535,5.80000019,52.0999985,39.0999985,8.39999962,80.399437,19.3112373,39.581131
"2452","Giles","TN",NA,NA,44,25741,8.30000019,9,7.0999999,3478,8.89999962,26912,8.19999981,57.2999992,28.8999996,13.3999996,86.1815796,13.2279243,37.9977455
"2453","Grainger","TN",NA,NA,63,17095,6.0999999,7.30000019,5.5999999,2823,4.80000019,21697,9.30000019,40.4000015,49.9000015,9.19999981,99.0874557,0.59666568,32.483181
"2454","Greene","TN",NA,NA,92,55853,5.19999981,8,5.80000019,2980,10.3000002,25600,7.80000019,37.5999985,47.5,14,97.4701462,2.18967652,37.3748932
"2455","Grundy","TN",NA,NA,37,13362,-2.29999995,8.19999981,6.0999999,0,5.4000001,19555,4.4000001,68.3000031,22.8999996,8.30000019,99.4910965,0.142194286,32.8244286
"2456","Hamblen","TN",NA,NA,321,50480,4.80000019,7.4000001,4.5999999,3681,11.1999998,27325,2.4000001,39.7999992,49.7999992,9.89999962,94.8712387,4.60182238,35.3684616
"2457","Hamilton","TN",1560,NA,532,285536,0.300000012,7.69999981,5.80000019,8170,19.7000008,32185,0.200000003,40.5999985,46.5,12.5,79.644249,19.0788555,40.3049011
"2458","Hancock","TN",NA,NA,30,6739,-2.4000001,9.10000038,6.5999999,0,5.0999999,14745,16.7999992,40.7999992,52,6.19999981,97.8780212,1.81035757,36.3407021
"2459","Hardeman","TN",NA,NA,36,23377,-0.400000006,7.9000001,6.4000001,3200,7.5999999,22165,2.79999995,56,36.2000008,6.9000001,62.1807747,37.4213982,36.9037933
"2460","Hardin","TN",NA,NA,41,22633,5.5,8.69999981,6.9000001,3640,6.0999999,21812,2.20000005,45.5999985,45.0999985,8.5,95.1663513,4.40507221,37.9622688
"2461","Hawkins","TN",3660,NA,94,44565,5,7.69999981,5.5,1654,8.39999962,26402,6.0999999,40.7000008,47.5999985,11.3000002,97.9782333,1.66273987,36.5421295
"2462","Haywood","TN",NA,NA,37,19437,-4.19999981,8,7.5,1622,8.69999981,22081,4.5999999,55.0999985,39.5,5.19999981,49.7813454,49.6527252,32.8034172
"2463","Henderson","TN",NA,NA,43,21844,3.5,8.60000038,6.5,2228,6.80000019,25507,6.5999999,38.7999992,52.2999992,8.69999981,91.4759216,8.31349564,41.3111153
"2464","Henry","TN",NA,NA,50,27888,-1.20000005,11.1000004,8.5,2924,8.5,22753,6.5,56.2000008,30.2999992,13.1000004,89.482933,10.0867758,43.3699074
"2465","Hickman","TN",NA,NA,29,16754,16,8.39999962,5.5,3159,7.19999981,25678,8.19999981,60.7999992,27.1000004,11.8000002,94.4908676,5.12713385,40.1516037
"2466","Houston","TN",NA,NA,36,7018,4.5,9.89999962,7.9000001,925,6.30000019,23629,3.20000005,68.1999969,22,9.5,95.8250198,3.81875181,42.049015
"2467","Humphreys","TN",NA,NA,30,15795,-0.600000024,8.69999981,5.80000019,1208,9.19999981,26965,5.19999981,63.2000008,26.7000008,9.89999962,96.074707,3.48844576,38.841404
"2468","Jackson","TN",NA,NA,29,9297,-3.0999999,9.60000038,7.5999999,0,6.80000019,21834,10.3999996,75.3000031,16.6000004,7.80000019,99.4621887,0.0752931088,45.7997208
"2469","Jefferson","TN",NA,NA,127,33016,11.1000004,7.9000001,5.4000001,2010,11.6999998,26133,5.5,38.2999992,50,11.1999998,96.7318878,2.81681609,37.4424515
"2470","Johnson","TN",NA,NA,51,13766,10.6999998,9.10000038,7.4000001,0,5,18024,12.6999998,32,57,10.3000002,99.2881012,0.443120718,40.4111595
"2471","Knox","TN",3840,NA,684,335749,8.69999981,7.4000001,5.30000019,6576,23.8999996,32614,0.400000006,41.9000015,46.7000008,11,89.7756958,8.81700325,42.4352722
"2472","Lake","TN",NA,NA,45,7129,-2,7.80000019,7,0,5,20730,2.79999995,62.7999992,29.5,6.5,75.9994354,23.8743153,32.3467522
"2473","Lauderdale","TN",NA,NA,50,23491,-3.70000005,8,7,1199,6,22516,3.5999999,55.9000015,36.7999992,7,68.1409912,31.0885029,33.8768044
"2474","Lawrence","TN",NA,NA,59,35303,6.80000019,8.39999962,6.30000019,2387,6.69999981,25197,5.5,49.2000008,40.5,10.1000004,98.1956177,1.36532307,39.27145
"2475","Lewis","TN",NA,NA,35,9247,1.20000005,8.39999962,6.69999981,1624,5,20901,2.0999999,60,29.2999992,10.5,98.2156372,1.28690386,44.9010506
"2476","Lincoln","TN",NA,NA,50,28157,7.4000001,8.89999962,6.5999999,2438,9.10000038,27140,8.69999981,49.0999985,37,13.3000002,90.8583984,8.60176849,36.5877037
"2477","Loudon","TN",3840,NA,145,31255,16.3999996,8.69999981,5.9000001,0,9.60000038,28712,2.79999995,40.0999985,47.7000008,11.8999996,98.3266678,1.27979529,43.2250824
"2478","McMinn","TN",NA,NA,101,42383,4,8.30000019,6.0999999,3419,10.5,26207,2.29999995,41.7999992,46.5999985,11.3000002,94.5780182,4.83920431,37.7273903
"2479","McNairy","TN",NA,NA,40,22422,0.200000003,8.80000019,7.30000019,1922,5.19999981,22920,3.79999995,48.9000015,42.7000008,8.10000038,93.292305,6.38658476,42.7927933
"2480","Macon","TN",NA,NA,53,15906,4.0999999,8.60000038,5.9000001,1473,5.5,22739,13.8999996,51.7000008,40.2000008,7.69999981,99.3964539,0.276625186,35.9989929
"2481","Madison","TN",NA,NA,144,77982,7.5999999,7.5,6.30000019,8704,16.6000004,29273,1.10000002,43.7000008,47.7000008,8.39999962,68.5068359,30.9943314,40.0041046
"2482","Marion","TN",NA,NA,51,24860,3.5999999,7,5.19999981,733,6.4000001,24178,1.10000002,55.5,32.4000015,11.8000002,95.5309753,4.16331434,40.4987946
"2483","Marshall","TN",NA,NA,61,21539,16.6000004,8.80000019,6.4000001,112,7.69999981,29089,6,55.5,31.1000004,13,90.700592,8.86299229,37.5969162
"2484","Maury","TN",NA,NA,97,54812,16.8999996,7.5,5.69999981,4550,12.1000004,31095,4,48.9000015,36.4000015,13.8000002,83.6824036,15.7027655,37.3257675
